epoch,train_rmse,val_rmse
1,0.0850561934704064,0.07121431666347423
2,0.05267054117448268,0.05464323993595324
3,0.06299193258912991,0.052850232771091986
4,0.06527660595913878,0.053934834618980736
5,0.058006647430674727,0.05546415122479998
6,0.06125155242379908,0.058945195391204366
7,0.05908712013688688,0.05228579892171151
8,0.04879979703676492,0.04681875059457045
9,0.0465862623333602,0.04290260503287416
10,0.04691682396609279,0.0431208758558024
11,0.04897730292453972,0.03954389729021223
12,0.0481674773315294,0.038035875665266325
13,0.049030656037898405,0.03723310640270328
14,0.05060949108201744,0.03800425625128036
15,0.047328129713227945,0.03869164306043373
16,0.04722761972912306,0.04056712437284616
17,0.049766134201527104,0.0392563909805938
18,0.05500145729988326,0.03630181994579722
19,0.05779072611514334,0.03587597381506704
20,0.05607488032346296,0.034431746465103115
21,0.055529235835198455,0.03243675108175313
22,0.05544196713159347,0.03125137231417353
23,0.056274111286210585,0.030469829572563216
24,0.05540577862254514,0.03169046601303102
25,0.051664364599527585,0.029813597612261083
26,0.05190916384463739,0.029677480503524534
27,0.0514243980107932,0.0293814256990719
28,0.050493625288487005,0.030730171911232274
29,0.05009610156622804,0.03133170123839293
30,0.05075399360476166,0.031271202059592884
