epoch,train_rmse,val_rmse
1,0.07953262744913141,0.034467018344974024
2,0.06354670519301428,0.02790650560844674
3,0.06857796289249696,0.029930727624422202
4,0.06872489688741219,0.029286444530543996
5,0.06009641898280339,0.044703379437054075
6,0.0607571411162178,0.03362940442789636
