epoch,train_rmse,val_rmse
1,0.04658516349139481,0.4291735756811018
2,0.038807632045980645,0.485788603178697
3,0.042770093222833636,0.43734123677757736
4,0.044861307803792314,0.4308992873022263
5,0.041462307287282424,0.43593294353807643
6,0.07678490065064343,0.4297609737751552
7,0.03950366031258474,0.4293691114231301
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
