epoch,train_rmse,mean_val_rmse,lr,dropout
1,0.24665239023641272,0.24724155806374845,0.0009990133642141358,0.01
2,0.21793155318598512,0.21423130928021403,0.000996057350657239,0.01
3,0.18573934782956783,0.17824787184540433,0.0009911436253643444,0.01
4,0.1622911646972074,0.1696484784490311,0.0009842915805643156,0.01
