epoch,train_rmse,avg_val_rmse,val_rmse_MGFarm_18650_C07,val_rmse_MGFarm_18650_C19,val_rmse_MGFarm_18650_C21
1,0.1986483133083711,0.22070732763265066,0.21529092031295224,0.21801675127614423,0.22881431130885552
2,0.1177681815510458,0.21886708861391924,0.23005307260954078,0.22447669626315753,0.20207149696905943
3,nan,nan,nan,nan,nan
