epoch,train_rmse,val_rmse,lr,hidden_size,dropout
1,0.08938799868232061,0.027562450261560276,1.2136603116149308e-05,64,0.20404461386492426
2,0.03815748257581342,0.029837641207988486,1.2136603116149308e-05,64,0.20404461386492426
3,0.036209649345612785,0.03167603097857491,1.2136603116149308e-05,64,0.20404461386492426
4,0.03542510109719577,0.032155373786544955,1.2136603116149308e-05,64,0.20404461386492426
5,0.03497685225266513,0.03285132849995861,6.068301558074654e-06,64,0.20404461386492426
6,0.03797648460011773,0.03499846674747742,6.068301558074654e-06,64,0.20404461386492426
