epoch,train_rmse,val_rmse
1,0.10795907421761523,0.059011202888393594
2,0.04529349484165784,0.05545822921655074
3,0.04568424248122281,0.05250607733225646
4,0.046247924216573484,0.0497670424161251
5,0.04719404296959404,0.04678275072606989
6,0.04848079808906092,0.04379750390909418
7,0.04949493329510873,0.041691145583602686
8,0.04993046991621507,0.04010128879794334
9,0.050208983520963896,0.03945614448279208
10,0.050409745839786864,0.038282943478755785
11,0.05030058882046744,0.03728293691191101
12,0.05029943892349377,0.036380355940358954
13,0.049636813538370336,0.03554202626837661
14,0.04916919719332496,0.034008176596163335
15,0.048396930275385705,0.032518389577497024
16,0.04733757115104164,0.030836534024618927
17,0.0453849629232302,0.029593059313045487
18,0.04452882156977205,0.029377325545942592
19,0.04758621357534528,0.029047124627284416
20,0.0443202659339142,0.029537361782448878
21,0.0449782324750083,0.028956429647846116
22,0.04525070637343648,0.02851573319039136
23,0.045643268212674774,0.02826052882071472
24,0.04601286684029608,0.028259906988243953
25,0.04633893931828511,0.02826701149306281
26,0.04615831296718319,0.028658909615857018
27,0.045459137200461436,0.029232329135691577
28,0.05802918427999326,0.03127043523832366
