epoch,train_rmse,val_rmse
1,0.06550982247283177,0.03727152363384797
2,0.2638322854603247,0.0527097636882184
3,0.07547036529281445,0.03763789395100351
4,0.20134513956575928,0.22724064427584625
5,0.12637055513256243,0.0593110038996104
