epoch,train_rmse,val_rmse
1,0.1947573785866657,0.21925275153590948
2,0.19495045758420537,0.21925319664709284
3,0.19493881691010437,0.2192531979882285
4,0.1949297479952568,0.2192531979882285
5,0.19492979063151467,0.2192529883139162

test_mae,test_rmse
0.17342061106794285,0.21059389977800422
