epoch,train_rmse,val_rmse,lr,hidden_size,dropout
1,0.05654673326648813,0.34518232346187583,0.0018396288288383042,128,0.429193213401345
2,0.05238433206846354,0.33086437966613175,0.0018396288288383042,128,0.429193213401345
3,,,0.0018396288288383042,128,0.429193213401345
4,,,0.0018396288288383042,128,0.429193213401345
5,,,0.0018396288288383042,128,0.429193213401345
6,,,0.0009198144144191521,128,0.429193213401345
